image,price,buyUrl,group,color,name,category,gender,fit,style,scale,removeBg
cropped/IMG_2828.png,183,https://s.shopee.co.th/W5k11Bt2N,puffsleeve-shirt,ขาว,เสื้อเชิ้ตแขนสั้นพัฟ คอวีลูกไม้ สีขาว,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2829.png,183,https://s.shopee.co.th/W5k11Bt2N,puffsleeve-shirt,ครีมลายดอกไม้,เสื้อเชิ้ตแขนสั้นพัฟ คอวีลูกไม้ ลายดอกไม้สีครีม,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2830.png,183,https://s.shopee.co.th/W5k11Bt2N,cami-lace-buttonup,ขาว,เสื้อกล้ามลูกไม้กระดุมหน้า สีขาว,เสื้อ,หญิง,,แคชชวล,,
cropped/IMG_2831.png,183,https://s.shopee.co.th/W5k11Bt2N,cami-lace-buttonup,ดำ,เสื้อกล้ามลูกไม้กระดุมหน้า สีดำ,เสื้อ,หญิง,,แคชชวล,,
