image,price,buyUrl,group,color,name,category,gender,fit,style,scale,removeBg
cropped/IMG_2855.png,1690,https://s.shopee.co.th/70JDlVVUNX,emis-rubber-patch-cap,เทาฟ้า,หมวกแก๊ป EMIS Rubber Patch สีเทาฟ้า,หมวก,ทุกเพศ,,แคชชวล,,
cropped/IMG_2856.png,1690,https://s.shopee.co.th/70JDlVVUNX,emis-rubber-patch-cap,เบจ,หมวกแก๊ป EMIS Rubber Patch สีเบจ,หมวก,ทุกเพศ,,แคชชวล,,
cropped/IMG_2857.png,1690,https://s.shopee.co.th/70JDlVVUNX,emis-rubber-patch-cap,ดำ,หมวกแก๊ป EMIS Rubber Patch สีดำ,หมวก,ทุกเพศ,,แคชชวล,,
cropped/IMG_2858.png,1690,https://s.shopee.co.th/70JDlVVUNX,emis-rubber-patch-cap,เขียวมินท์,หมวกแก๊ป EMIS Rubber Patch สีเขียวมินท์,หมวก,ทุกเพศ,,แคชชวล,,
cropped/IMG_2859.png,1690,https://s.shopee.co.th/70JDlVVUNX,emis-rubber-patch-cap,กรมท่า,หมวกแก๊ป EMIS Rubber Patch สีกรมท่า,หมวก,ทุกเพศ,,แคชชวล,,
cropped/IMG_2860.png,1690,https://s.shopee.co.th/70JDlVVUNX,emis-rubber-patch-cap,แดงเลือดหมู,หมวกแก๊ป EMIS Rubber Patch สีแดงเลือดหมู,หมวก,ทุกเพศ,,แคชชวล,,
