image,price,buyUrl,group,color,name,category,gender,fit,style,scale,removeBg
cropped/IMG_2832.png,249,https://s.shopee.co.th/7Kw49dAmhH,crop-shirt-oxford,เหลือง,เสื้อเชิ้ต Cropped Boxy ผ้า Oxford ลายทาง สีเหลือง,เสื้อ,ทุกเพศ,,แคชชวล,,
cropped/IMG_2833.png,249,https://s.shopee.co.th/7Kw49dAmhH,crop-shirt-oxford,ดำ,เสื้อเชิ้ต Cropped Boxy ผ้า Oxford ลายทาง สีดำ,เสื้อ,ทุกเพศ,,แคชชวล,,
cropped/IMG_2834.png,249,https://s.shopee.co.th/7Kw49dAmhH,crop-shirt-oxford,ฟ้า,เสื้อเชิ้ต Cropped Boxy ผ้า Oxford ลายทาง สีฟ้า,เสื้อ,ทุกเพศ,,แคชชวล,,
