image,price,buyUrl,group,color,name,category,gender,fit,style,scale,removeBg
cropped/polo-white.png,450,https://s.shopee.co.th/2gAOCZUy9Y,race-mode-polo-ls,ขาว-แดง,LOOKER RACE MODE 07 JERSEY LS เสื้อโปโลแขนยาว ลายขาว-แดง,เสื้อ,ทุกเพศ,,กีฬา,,
cropped/polo-red.png,450,https://s.shopee.co.th/2gAOCZUy9Y,race-mode-polo-ls,แดง,LOOKER RACE MODE 07 JERSEY LS เสื้อโปโลแขนยาว ลายแดง,เสื้อ,ทุกเพศ,,กีฬา,,
cropped/polo-red-black.png,450,https://s.shopee.co.th/2gAOCZUy9Y,race-mode-polo-ls,แดง-ดำ,LOOKER RACE MODE 07 JERSEY LS เสื้อโปโลแขนยาว ลายแดง-ดำ,เสื้อ,ทุกเพศ,,กีฬา,,
cropped/polo-flame.png,450,https://s.shopee.co.th/2gAOCZUy9Y,race-mode-polo-ls,ดำ-ลายไฟ,LOOKER RACE MODE 07 JERSEY LS เสื้อโปโลแขนยาว ลายไฟดำ,เสื้อ,ทุกเพศ,,กีฬา,,
