image,price,buyUrl,group,color,name,category,gender,fit,style,scale,removeBg
cropped/IMG_2839.png,475,https://s.shopee.co.th/4VbsmiXp6L,satin-crop-shirt,ดำลายทาง,เสื้อเชิ้ตผ้าซาติน Cropped Boxy ลายทางสีดำ,เสื้อ,ทุกเพศ,,แคชชวล,,
cropped/IMG_2840.png,475,https://s.shopee.co.th/4VbsmiXp6L,satin-crop-shirt,กรมท่าลายทาง,เสื้อเชิ้ตผ้าซาติน Cropped Boxy ลายทางสีกรมท่า,เสื้อ,ทุกเพศ,,แคชชวล,,
cropped/IMG_2841.png,475,https://s.shopee.co.th/4VbsmiXp6L,satin-crop-shirt,ขาวลายทางแดง,เสื้อเชิ้ตผ้าซาติน Cropped Boxy ลายทางสีขาวแดง,เสื้อ,ทุกเพศ,,แคชชวล,,
cropped/IMG_2842.png,475,https://s.shopee.co.th/4VbsmiXp6L,satin-crop-shirt,ขาวลายทางดำ,เสื้อเชิ้ตผ้าซาติน Cropped Boxy ลายทางสีขาวดำ,เสื้อ,ทุกเพศ,,แคชชวล,,
