image,price,buyUrl,group,color,name,category,gender,fit,style,scale,removeBg
cropped/IMG_2893.png,167,https://s.shopee.co.th/9pdWyhsJeU,หมวกบักเก็ตพื้นเรียบ,แทน,หมวกบักเก็ตพื้นเรียบ สีแทน,หมวก,หญิง,,แคชชวล,,
cropped/IMG_2894.png,167,https://s.shopee.co.th/9pdWyhsJeU,หมวกบักเก็ตพื้นเรียบ,ดำ,หมวกบักเก็ตพื้นเรียบ สีดำ,หมวก,หญิง,,แคชชวล,,
cropped/IMG_2895.png,167,https://s.shopee.co.th/9pdWyhsJeU,หมวกบักเก็ตพื้นเรียบ,ขาว,หมวกบักเก็ตพื้นเรียบ สีขาว,หมวก,หญิง,,แคชชวล,,
cropped/IMG_2896.png,167,https://s.shopee.co.th/9pdWyhsJeU,หมวกปีกกว้างมีเชือกผูกคาง,ครีม,หมวกกันแดดปีกกว้างมีเชือกผูกคางกันลม สีครีม,หมวก,หญิง,,แคชชวล,,
cropped/IMG_2897.png,167,https://s.shopee.co.th/9pdWyhsJeU,หมวกปีกกว้างมีเชือกผูกคาง,ดำ,หมวกกันแดดปีกกว้างมีเชือกผูกคางกันลม สีดำ,หมวก,หญิง,,แคชชวล,,
cropped/IMG_2899.png,167,https://s.shopee.co.th/9pdWyhsJeU,หมวกปีกกว้างมีเชือกผูกคาง,แทน,หมวกกันแดดปีกกว้างมีเชือกผูกคางกันลม สีแทน,หมวก,หญิง,,แคชชวล,,
cropped/IMG_2900.png,167,https://s.shopee.co.th/9pdWyhsJeU,หมวกบักเก็ตปักลายเดซี่,ดำ,หมวกบักเก็ตปักลายดอกเดซี่ สีดำ,หมวก,หญิง,,แคชชวล,,
cropped/IMG_2901.png,167,https://s.shopee.co.th/9pdWyhsJeU,หมวกบักเก็ตปักลายเดซี่,ฟ้าอ่อน,หมวกบักเก็ตปักลายดอกเดซี่ สีฟ้าอ่อน,หมวก,หญิง,,แคชชวล,,
cropped/IMG_2902.png,167,https://s.shopee.co.th/9pdWyhsJeU,หมวกบักเก็ตปักลายเดซี่,ยีนส์เข้ม,หมวกบักเก็ตปักลายดอกเดซี่ สียีนส์เข้ม,หมวก,หญิง,,แคชชวล,,
