image,price,buyUrl,group,color,name,category,gender,fit,style,scale,removeBg
cropped/IMG_2844.png,188,https://s.shopee.co.th/1Ler10Tqrw,strap-top-kumi,ชมพู,เสื้อสายเดี่ยวตัวสั้นผูกไหล่ แต่งลูกไม้ สีชมพู,เสื้อ,หญิง,,วินเทจ,,
cropped/IMG_2845.png,188,https://s.shopee.co.th/1Ler10Tqrw,strap-top-kumi,เหลืองครีม,เสื้อสายเดี่ยวตัวสั้นผูกไหล่ แต่งลูกไม้ สีเหลืองครีม,เสื้อ,หญิง,,วินเทจ,,
cropped/IMG_2846.png,188,https://s.shopee.co.th/1Ler10Tqrw,strap-top-kumi,ฟ้า,เสื้อสายเดี่ยวตัวสั้นผูกไหล่ แต่งลูกไม้ สีฟ้า,เสื้อ,หญิง,,วินเทจ,,
cropped/IMG_2847.png,188,https://s.shopee.co.th/1Ler10Tqrw,strap-top-kumi,ดำ,เสื้อสายเดี่ยวตัวสั้นผูกไหล่ แต่งลูกไม้ สีดำ,เสื้อ,หญิง,,วินเทจ,,
cropped/IMG_2848.png,188,https://s.shopee.co.th/1Ler10Tqrw,strap-top-kumi,ขาว,เสื้อสายเดี่ยวตัวสั้นผูกไหล่ แต่งลูกไม้ สีขาว,เสื้อ,หญิง,,วินเทจ,,
